r,Moskva,Judo,Judo Men's Open Class,NA
134053,Roman Zarubin,M,23,190,89,Russia,RUS,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NA
134054,Maria Zaruc,F,16,160,57,Romania,ROU,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Downhill,NA
134054,Maria Zaruc,F,16,160,57,Romania,ROU,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Combined,NA
134055,Marco Zarucchi,M,20,170,63,Switzerland,SUI,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Team,NA
134055,Marco Zarucchi,M,20,170,63,Switzerland,SUI,1992 Winter,1992,Winter,Albertville,Nordic Combined,Nordic Combined Men's Individual,NA
134055,Marco Zarucchi,M,26,170,63,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Team,NA
134055,Marco Zarucchi,M,26,170,63,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Nordic Combined,Nordic Combined Men's Individual,NA
134056,Jamal Zarugh,M,NA,NA,NA,Libya,LBA,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,NA
134057,Anton Sergeyevich Zarutsky,M,30,195,94,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,NA
134058,Irina Vladimirovna Zaryazhko,F,24,196,78,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,NA
134059,Jan Zarycki,M,22,NA,NA,Poland,POL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,NA
134059,Jan Zarycki,M,22,NA,NA,Poland,POL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
134059,Jan Zarycki,M,22,NA,NA,Poland,POL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,NA
134060,Carlos Zarzar,M,29,NA,NA,Chile,CHI,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Skeet,NA
134061,Dimitrios Zarzavatsidis,M,24,NA,109,Greece,GRE,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Heavyweight II,NA
134062,Marina Aleksandrovna Zarzhitskaya,F,18,156,46,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,NA
134062,Marina Aleksandrovna Zarzhitskaya,F,18,156,46,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,NA
134062,Marina Aleksandrovna Zarzhitskaya,F,18,156,46,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,NA
134062,Marina Aleksandrovna Zarzhitskaya,F,18,156,46,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,NA
134062,Marina Aleksandrovna Zarzhitskaya,F,18,156,46,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,NA
134062,Marina Aleksandrovna Zarzhitskaya,F,18,156,46,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,NA
134063,Zbigniew Zarzycki,M,20,181,76,Poland,POL,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,NA
134063,Zbigniew Zarzycki,M,24,181,76,Poland,POL,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,NA
134063,Zbigniew Zarzycki,M,28,181,76,Poland,POL,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Men's Volleyball,Gold
134064,Francisco Javier Zas Couce,M,28,173,67,Spain,ESP,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Featherweight,NA
134065,Mariusz Zasada,M,25,176,67,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,NA
134065,Mariusz Zasada,M,25,176,67,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,NA
134065,Mariusz Zasada,M,25,176,67,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,NA
134065,Mariusz Zasada,M,25,176,67,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,NA
134065,Mariusz Zasada,M,25,176,67,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,NA
134065,Mariusz Zasada,M,25,176,67,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,NA
134065,Mariusz Zasada,M,25,176,67,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,NA
134065,Mariusz Zasada,M,25,176,67,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,NA
134066,Anthony "Tony" Zasada,M,23,187,84,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,NA
134067,Ihor Ivanovych Zaseda,M,24,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 200 metres Breaststroke,NA
134068,Alen Taimurazovych Zasieiev,M,27,185,125,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",NA
134069,Sergey Sergeyevich Zasimovich,M,22,193,72,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,NA
134070,Ivano Zasio,M,23,181,71,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,NA
134071,Oleksandr Ivanovych Zaskalko,M,21,196,91,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,NA
134071,Oleksandr Ivanovych Zaskalko,M,29,196,91,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,NA
134071,Oleksandr Ivanovych Zaskalko,M,33,196,91,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,NA
134072,Leonid "Len" Zaslavsky,M,26,171,69,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Featherweight, Freestyle",NA
134073,Larysa Leonidivna Zaspa,F,32,182,76,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Bronze
134074,Dumitru Zastoico,M,21,182,75,Moldova,MDA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,NA
134074,Dumitru Zastoico,M,21,182,75,Moldova,MDA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,NA
134075,Mitja Kolia Zastrow,M,27,204,94,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
134075,Mitja Kolia Zastrow,M,31,204,94,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,NA
134075,Mitja Kolia Zastrow,M,31,204,94,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
134076,Aleksandr Fedoseyevich Zasukhin,M,23,NA,NA,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Lightweight,NA
134077,Nataliya Borisovna Zasulskaya,F,19,190,95,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Bronze
